Long/Lat,Job Number,Job Name,City-County,St-Prov,FRLA Plans?,Date range,Project Type,Icon,Archival records,Images
"42.244914,-71.210981",10514,"Cabot, Mr. & Mrs. Paul C. Jr.",Westwood,Massachusetts,3,1974-1975,07 Private Estate & Homesteads,purple_circle,,
"42.248959,-71.185457",10301,"Soule, Mr. and Mrs. Horace H.",Dedham,Massachusetts,3,1969-1970,07 Private Estate & Homesteads,purple_circle,,
"42.249594,-71.194062",10372,"Webber, Mr. and Mrs. Ralph B. Jr",Dedham,Massachusetts,3,1972,07 Private Estate & Homesteads,purple_circle,,
"42.262705,-71.055735",09036,"Cobb, John C.",Milton,Massachusetts,3,1929,07 Private Estate & Homesteads,purple_circle,,
"42.265305,-72.56238",05574,"Skinner, Joseph A.",South Hadley,Massachusetts,3,1912-1914,07 Private Estate & Homesteads,purple_circle,,
"42.266591,-83.723867",05901,"Carr, L. D.",Ann Arbor,Michigan,3,1913-1914,07 Private Estate & Homesteads,purple_circle,,
"42.290818,-73.316381",01016,"Choate, J. H.",Stockbridge,Massachusetts,3,1884-1885,07 Private Estate & Homesteads,purple_circle,,
"42.30321,-71.154848",09454,"Davis, David Dr.",Brookline,Massachusetts,3,1936,07 Private Estate & Homesteads,purple_circle,,
"42.316436,-71.290144",10426,"Steinberg, Mr. & Mrs. Herbert G.",Wellesley Hills,Massachusetts,3,1974,07 Private Estate & Homesteads,purple_circle,,
"42.323213,-71.231495",09854,"Wermer, Henry Dr.",Waban,Massachusetts,3,1949,07 Private Estate & Homesteads,purple_circle,,
"42.323389,-71.206679",06463,"Thompson, Sanford E.",Newton Highlands,Massachusetts,3,1917-1918,07 Private Estate & Homesteads,purple_circle,,
"42.323968,-71.13795",09508,"Sargent, Adelaide",Brookline,Massachusetts,3,1937,07 Private Estate & Homesteads,purple_circle,,
"42.324908,-71.137116",10334,"Gabriel, Mr. and Mrs. Charles H.",Brookline,Massachusetts,3,1970; 1973,07 Private Estate & Homesteads,purple_circle,,
"42.32496,-71.149459",10213,"Tucker, Dr. and Mrs. Arthur W. Jr.",Brookline,Massachusetts,3,1966,07 Private Estate & Homesteads,purple_circle,,
"42.325563,-71.134248",01363,"Paine, Frederick W.",Brookline,Massachusetts,3,1895; 1926,07 Private Estate & Homesteads,purple_circle,,
"42.325646,-71.13677",10527,"Perry, Mr. & Mrs. Lee",Brookline,Massachusetts,3,1975,07 Private Estate & Homesteads,purple_circle,,
"42.330334,-71.170096",10076,"Kuehn, G. W.",Chestnut Hill,Massachusetts,3,1958,07 Private Estate & Homesteads,purple_circle,,
"42.330471,-71.169525",10208,"Hencken, Mr. and Mrs. O'Neill",Newton,Massachusetts,3,1966; 1969,07 Private Estate & Homesteads,purple_circle,,
"42.33079,-71.275992",10520,"Roney, Mr. & Mrs. J. Edward",Weston,Massachusetts,3,1975,07 Private Estate & Homesteads,purple_circle,,
"42.331171,-71.158061",09356,"O'Malley, Charles J.",Chestnut Hill,Massachusetts,3,1934,07 Private Estate & Homesteads,purple_circle,,
"42.331523,-71.23113",10535,"Frieze, Mr. & Mrs. Michael",Waban,Massachusetts,3,1975,07 Private Estate & Homesteads,purple_circle,,
"42.332202,-71.138304",05514,"Rogers, A. M.",Brookline,Massachusetts,3,1912,07 Private Estate & Homesteads,purple_circle,,
"42.33263,-71.141421",06280,"Ruhl, Edward",Brookline,Massachusetts,3,1905,07 Private Estate & Homesteads,purple_circle,,
"42.332789,-71.188064",01296,"Colburn, E.T.",Newton Centre,Massachusetts,3,1886-1892,07 Private Estate & Homesteads,purple_circle,,
"42.33491,-71.270971",10601,"Edmonds, Mr. & Mrs. Dean Jr.",Weston,Massachusetts,3,1975; 1977,07 Private Estate & Homesteads,purple_circle,,
"42.335596,-71.140919",06686,"Watts, John R.",Brookline,Massachusetts,3,1920-1921,07 Private Estate & Homesteads,purple_circle,,
"42.3356,-71.180876",02044,"Barnes, C. L. & W. H.",Newton Centre,Massachusetts,3,1897,07 Private Estate & Homesteads,purple_circle,,
"42.337325,-71.26992",10335,"Karofsky, Mr. and Mrs. Sydney",Weston,Massachusetts,3,1970,07 Private Estate & Homesteads,purple_circle,,
"42.338503,-71.113011",02048,"Tower, Abner J.",Brookline,Massachusetts,3,1898,07 Private Estate & Homesteads,purple_circle,,
"42.338975,-71.226066",06926,"Crimmins, Thomas A. Mrs.",West Newton,Massachusetts,3,1933,07 Private Estate & Homesteads,purple_circle,,
"42.346365,-71.180785",07632,"Rand, James H.",Newton,Massachusetts,3,1925-1926,07 Private Estate & Homesteads,purple_circle,,
"42.351599,-71.186128",10589,"Ambrosino, Mr. & Mrs. Michael",Newton,Massachusetts,3,1977,07 Private Estate & Homesteads,purple_circle,,
"42.357341,-71.071825",10186,"Morison, Admiral and Mrs. Samuel E.",Boston,Massachusetts,3,1964-1965,07 Private Estate & Homesteads,purple_circle,,
"42.357719,-71.194775",01800,"Potter, J.S.",Newton,Massachusetts,3,1893-1895,07 Private Estate & Homesteads,purple_circle,,
"42.366402,-71.288601",09568,"Wilder, Thomas G.",Weston,Massachusetts,3,1939,07 Private Estate & Homesteads,purple_circle,,
"42.375254,-71.138202",07466,"Porter, Kingsley",Cambridge,Massachusetts,3,1925-1926,07 Private Estate & Homesteads,purple_circle,,
"42.404494,-71.176203",10388,"Frissora, Mr. & Mrs. Joseph",Belmont,Massachusetts,3,1972,07 Private Estate & Homesteads,purple_circle,,
"42.407001,-71.17939",10504,"Hofer, Mr. & Mrs. Philip",Belmont,Massachusetts,3,1975,07 Private Estate & Homesteads,purple_circle,,
"42.580234,-70.736775",00320,"Bigelow, Prescott",Manchester,Massachusetts,3,1902,07 Private Estate & Homesteads,purple_circle,,
"42.65818,-70.674427",06927,"Burke, W. S. Mrs.",Annisquam,Massachusetts,3,1921,07 Private Estate & Homesteads,purple_circle,,
"42.902718,-78.880774",01779,"Rogers, W. E.",Buffalo,New York,3,1895,07 Private Estate & Homesteads,purple_circle,,
"42.90607,-78.871263",02994,"Kellogg, Spencer",Buffalo,New York,3,1903-1904,07 Private Estate & Homesteads,purple_circle,,
"43.111698,-75.305185",07704,"Dunham, George E. Mrs.",Whitestown,New York,3,1925-1926,07 Private Estate & Homesteads,purple_circle,,
"43.381523,-80.372109",00203,"Wilks, E. L.",Blair,Ontario,3,1902,07 Private Estate & Homesteads,purple_circle,,
"43.707531,-72.281413",09993,"Meck, John F.",Hanover,New Hampshire,3,1954,07 Private Estate & Homesteads,purple_circle,,
"43.715556,-70.218611",05656,"Payson, Herbert",Falmouth,Maine,3,1912-1913,07 Private Estate & Homesteads,purple_circle,,
"43.724146,-70.218472",09152,"Randall, Ernest A.",Foreside,Maine,3,1929,07 Private Estate & Homesteads,purple_circle,,
"44.390149,-68.216633",10336,"Fenno, Mr. and Mrs. J. Brooks",Bar Harbor,Maine,3,1970,07 Private Estate & Homesteads,purple_circle,,
"47.595945,-122.293882",04083,"Frink, J. M.",Seattle,Washington,3,1910,07 Private Estate & Homesteads,purple_circle,,
"47.619587,-122.57472",03421,"Donworth, George",Port Orchard Bay,Washington,3,1908,07 Private Estate & Homesteads,purple_circle,,
"47.630085,-122.322818",03589,"Smith, C. J.",Seattle,Washington,3,1909,07 Private Estate & Homesteads,purple_circle,,
"47.632349,-122.304643",04082,"Conner, Herbert S.",Seattle,Washington,3,1909-1910,07 Private Estate & Homesteads,purple_circle,,
"47.646945,-117.420588",06506,"Humbird, T. J.",Spokane,Washington,3,1917,07 Private Estate & Homesteads,purple_circle,,
"47.6471,-117.425931",03109,"White, A. L.",Spokane,Washington,3,1906-1908,07 Private Estate & Homesteads,purple_circle,,
"47.740687,-122.370926",03876,"Ainsworth, E. E.",Seattle,Washington,3,1910,07 Private Estate & Homesteads,purple_circle,,
"47.746271,-122.376215",03873,"Hughes, E. C.",Seattle,Washington,3,1909-1910,07 Private Estate & Homesteads,purple_circle,,
"48.106127,-123.064492",03723,"Anderson, A. H.",Port Williams,Washington,3,1908-1909,07 Private Estate & Homesteads,purple_circle,,
"48.645471,-122.873164",03273,"Moran, Robert",Orcas Island,Washington,3,1906-1907,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03681,"Gill, Robert Lee Jr.",Elkton,Maryland,3,1940,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03279,"Pratt, F. S.",West Newton,Massachusetts,3,1907-1912,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10392,"Downey, Mr. & Mrs. Edward F. Jr.",Lincoln,Massachusetts,3,1972,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10487,"Davis, Mr. & Mrs. Lucius",Sugar Hill,New Hampshire,3,1973,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,00638,"Walker, F.H.",Detroit,Michigan,3,1894,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10678,"Jacobs, Mr. & Mrs. Arthur",Southampton,New York,3,1973-1978,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,06886,"Patterson, J. H.",Lowville,New York,3,1920,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,06109,"Yates, Mrs. E.A.",Shade Mountain,Alabama,3,1930,07 Private Estate & Homesteads,purple_circle,,
,06843,"Dye, John S.",Waterbury,Connecticut,3,1920,07 Private Estate & Homesteads,purple_circle,,
,01803,"Norton, G. W.",New Albany,Indiana,3,1895-1896,07 Private Estate & Homesteads,purple_circle,,
,09244,"Bailly, Louis Madame",Hancock,Maine,3,1930,07 Private Estate & Homesteads,purple_circle,,
,09784,"Pasarew, I. A.",Towson,Maryland,3,1947,07 Private Estate & Homesteads,purple_circle,,
,01897,"Tyler, H. W. Dr.",Newton Centre,Massachusetts,3,1897-1898,07 Private Estate & Homesteads,purple_circle,,
,03596,"Dunham, Carroll Dr.",Holliston,Massachusetts,3,1909-1911,07 Private Estate & Homesteads,purple_circle,,
,07894,"Ramsdell, C. C.",Hampden,Massachusetts,3,1928,07 Private Estate & Homesteads,purple_circle,,
,09344,"McKenna, William J. Mrs.",Manchester,Massachusetts,3,1933,07 Private Estate & Homesteads,purple_circle,,
,09801,"Laughlin, Henry A. Jr.",Wenham,Massachusetts,3,1947,07 Private Estate & Homesteads,purple_circle,,
,10010,"Rowley, F. H.",Concord,Massachusetts,3,1955,07 Private Estate & Homesteads,purple_circle,,
,02971,"Morton, Mary Miss",Flat Rock,North Carolina,3,1904,07 Private Estate & Homesteads,purple_circle,,
"41.247514,-81.4288",01204,"Ellsworth, J. W.",Hudson,Ohio,3,1891,07 Private Estate & Homesteads,purple_circle,,
"39.762433,-84.194975",01721,"Patterson, J.",Dayton,Ohio,3,1896,07 Private Estate & Homesteads,purple_circle,,
"39.174655,-84.444137",02264,"Lane, S. B. Mrs.",Norwood,Ohio,3,1900-1901,07 Private Estate & Homesteads,purple_circle,,
"40.010919,-82.54647",05915,"Deeds, E. A. - Homestead",Granville,Ohio,3,1913,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,06446,"Garlick, H. M.",Youngstown,Ohio,3,1916,07 Private Estate & Homesteads,purple_circle,,
"39.7614,-84.197299",06455,"Gorman, G. H. Mrs.",Dayton,Ohio,3,1916,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03221,"Lewis, Francis Mrs.",Portland,Oregon,3,1907-1908,07 Private Estate & Homesteads,purple_circle,,
"40.075317,-75.195574",02040,"Morgan, Randall",Wyndmoor,Pennsylvania,3,1897,07 Private Estate & Homesteads,purple_circle,,
"40.679208,-76.206055",03456,"Sheafer, Paul",Pottsville,Pennsylvania,3,1908,07 Private Estate & Homesteads,purple_circle,,
"40.018121,-75.381441",05273,"Montgomery, Robert L.",Villa Nova,Pennsylvania,3,1911,07 Private Estate & Homesteads,purple_circle,,
"40.037472,-75.3157",05433,"Austin, William L.",Rosemont,Pennsylvania,3,1905-1911,07 Private Estate & Homesteads,purple_circle,,
"40.08312,-75.207628",05657,"Earle, James M. Mrs.",Philadelphia,Pennsylvania,3,1912-1916,07 Private Estate & Homesteads,purple_circle,,
"41.247259,-75.885111",07127,"McClintock, G. S.",Wilkes-Barre,Pennsylvania,3,1923,07 Private Estate & Homesteads,purple_circle,,
"40.002651,-75.248955",07835,"Corson, Newton W.",Merion,Pennsylvania,3,1927-1929,07 Private Estate & Homesteads,purple_circle,,
"42.011546,-71.523297",00056,"Smith, Stanley G.",Woonsocket,Rhode Island,3,1902,07 Private Estate & Homesteads,purple_circle,,
"41.823523,-71.404054",02229,"Gammel, R. I.",Providence,Rhode Island,3,1899,07 Private Estate & Homesteads,purple_circle,,
"41.740486,-71.29579",05967,"Field, Frank O.",Barrington,Rhode Island,3,1914,07 Private Estate & Homesteads,purple_circle,,
"41.882382,-71.354493",06629,"Lumb, R. W.",Pawtucket,Rhode Island,3,1917-1918,07 Private Estate & Homesteads,purple_circle,,
"39.626813,-78.2394",05809,"VanRensselaer, Mrs. Eugene",Berkeley Springs,West Virginia,3,1916,07 Private Estate & Homesteads,purple_circle,,
"43.074601,-87.871959",02384,"Christensen, N. A.",Milwaukee,Wisconsin,3,1902,07 Private Estate & Homesteads,purple_circle,,
"41.848657,-71.406326",02271,Brown Burial Lot,Providence,Rhode Island,3,1900,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.332344,-71.211662",10059,Newton Cemetery,Newton,Massachusetts,3,1957,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"41.162372,-73.272506",09963,"Field, John Burial Lot",Fairfield,Connecticut,3,1953,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,05275,"Cunningham, Seymour Cemetery Lot",Litchfield,Connecticut,3,1911,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,09940,"Work, G. R. Cemetery Lot",Barre,Massachusetts,3,1952,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.001238,-70.729577",06932,Massachusetts Society of Mayflower Descendants,Kingston,Massachusetts,3,1921,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"40.911642,-74.18843",09064,Paterson War Memorial,Paterson,New Jersey,3,1929,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"40.852411,-73.485873",09077,"Blair, James A. Cemetery Lot",Cold Spring Harbor,New York,3,1929,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"40.862902,-73.633487",07650,Glen Cove Soldiers Memorial,Glen Cove,New York,3,1926,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"40.680963,-74.401131",09218,Bell Telephone Labs,Summit,New Jersey,3,1930,09 Grounds of Commercial & Industrial Buildings,factory,,
"41.031917,-73.571128",09312,Greenwich Sewage Disposal Works,Old Greenwich,Connecticut,3,1932,09 Grounds of Commercial & Industrial Buildings,factory,,
"41.590717,-73.054662",05873,Chase Rolling Mill Company,Waterbury,Connecticut,3,1913,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.069269, -71.103319",00670,North Easton Station Grounds,North Easton,Massachusetts,3,1883,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.095213,-72.600467",09116,United Electric Light Company,West Springfield,Massachusetts,3,1929,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.282502,-71.157188",10019,Lee Development Company,West Roxbury,Massachusetts,3,1955,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.355773,-71.146281",09891,H. A. Johnson Company,Boston,Massachusetts,3,1950,09 Grounds of Commercial & Industrial Buildings,factory,,
"43.063009,-76.205142",00077,Solvay Process Company,Syracuse,New York,3,1901,09 Grounds of Commercial & Industrial Buildings,factory,,
"43.091782,-79.072106",07735,Community Plate Company Ltd.,Niagara Falls,Ontario,3,1925-1926,09 Grounds of Commercial & Industrial Buildings,factory,,
To Be Determined,09336,Milford Sewage Treatment Plant,Milford,Connecticut,3,1933,09 Grounds of Commercial & Industrial Buildings,factory,,
To Be Determined,09234,Bell Telephone Labs,Mendham,New Jersey,3,1930,09 Grounds of Commercial & Industrial Buildings,factory,,
"33.379853,-118.420944",02394,Santa Catalina,Santa Catalina,California,3,1890-1903,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"33.734921,-118.354274",08063,Portugese Beach Club,Palos Verdes,California,3,1925,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"39.76275,-84.194788",06682,Dayton Women's Club,Dayton,Ohio,3,1919-1922,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"39.865694,-75.707517",07104,Kennett Square Golf & Country Club,Kennett Square,Pennsylvania,3,1923,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"40.871712,-73.805594",06376,International Garden Club,Pelham Bay,New York,3,1915-1916,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"42.424153,-73.255806",09209,Pittsfield Country Club,Pittsfield,Massachusetts,3,1930,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"45.453026,-122.652912",05510,Waverly Country Club,Clackamas County,Oregon,3,1912-1919,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"39.308149,-76.622228",05271,Jenkins Memorial Church,Baltimore,Maryland,3,1911,11 Grounds of Churches,library,,
"40.78178,-74.212883",07938,East Orange Church of the Holy Name of Jesus,East Orange,New Jersey,3,1928,11 Grounds of Churches,library,,
"40.868953,-73.630307",03126,Glen Cove Church,Glen Cove,New York,3,1906,11 Grounds of Churches,library,,
"40.947848,-73.734312",07543,Saint Thomas Episcopal Church,Mamaroneck,New York,3,1925,11 Grounds of Churches,library,,
"42.111054,-71.664076",02212,Whitinsville Congregational Church,Whitinsville,Massachusetts,3,1897-1899,11 Grounds of Churches,library,,
"42.123986,-71.179178",10420,Unitarian Church,Sharon,Massachusetts,3,1973,11 Grounds of Churches,library,,
"42.239337,-70.882888",03129,Hingham Church,Hingham,Massachusetts,3,1906,11 Grounds of Churches,library,,
"42.916096,-70.81049",10136,Shrine of St. Therese,Hampton Beach,New Hampshire,3,1961,11 Grounds of Churches,library,,
"42.961404,-70.773588",09576,Union Chapel,Rye Beach,New Hampshire,3,1939,11 Grounds of Churches,library,,
"36.942758,-76.316528",01551,Jamestown Exposition,Hampton Roads,Virginia,3,1907,13 Exhibitions & Fairs,capital_big,,
"27.833383, -81.526673",07426,Babson Park,,Florida,4,1925,"01 Parks, Parkways & Recreation Areas",terrain,,
"32.35912, -86.308559",07972,Court Street Widening,Montgomery,Alabama,4,1929,"01 Parks, Parkways & Recreation Areas",terrain,,
"32.78115, -79.931604",02320,Charleston Parks,Charleston,South Carolina,4,1918-1938,"01 Parks, Parkways & Recreation Areas",terrain,,
"33.758144, -84.357877",02742,Spring Vale Park,Atlanta,Georgia,4,1903,"01 Parks, Parkways & Recreation Areas",terrain,,
"33.760612, -84.403764",2743,Mim's Park,Atlanta,Georgia,4,1903-1911,"01 Parks, Parkways & Recreation Areas",terrain,,
"34.994301,-85.350388",09063,Lookout Mountain Park,Chattanooga,Tennessee,4,1925; 1928-1929,"01 Parks, Parkways & Recreation Areas",terrain,,
"35.14968,-90.048929",02200,Memphis Park System,Memphis,Tennessee,4,1877-1898,"01 Parks, Parkways & Recreation Areas",terrain,,
"36.865631, -87.488894",05720,Virginia Park,Hopkinsville,Kentucky,4,1912-1913,"01 Parks, Parkways & Recreation Areas",terrain,,
"38.048595,-84.500319",03015,Lexington Parks,Lexington,Kentucky,4,1902-1904,"01 Parks, Parkways & Recreation Areas",terrain,,
"38.25321,-85.738039",01267,Kenton Place,Louisville,Kentucky,4,1891,"01 Parks, Parkways & Recreation Areas",terrain,,
"39.290555, -76.609604",02401,Baltimore Park System,Baltimore,Maryland,4,1915-1924,"01 Parks, Parkways & Recreation Areas",terrain,,
"39.328356, -76.598289",02422,Garret Parkway,Baltimore,Maryland,4,1906-1911,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.236012, -74.786858",01181,Cadwalader Park,Trenton,New Jersey,4,"1891, 1911","01 Parks, Parkways & Recreation Areas",terrain,,
"40.718851, -74.390316",09025,Passaic River Park,Passaic County,New Jersey,4,1928,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.225071, -73.190941",00693,Fairchild Memorial Park,Bridgeport,Connecticut,4,1923-1927,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.247838, -75.8845",09502,River Common,Wilkes-Barre,Pennsylvania,4,1939,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.308575, -72.926399",05312,New Haven Green,New Haven,Connecticut,4,1912,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.648124, -71.445081",03510,Goddard Memorial Park,Providence,Rhode Island,4,1928,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.754794, -72.678938",00807,South Green,Hartford,Connecticut,4,1896,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.787953, -71.415499",02603,Roger Williams Park,Providence,Rhode Island,4,1869; 1904,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.799229, -73.121323",03345,Coe Memorial Park,Torrington,Connecticut,4,1907,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.20257,-70.754899",06706,Lawson Park,Scituate,Massachusetts,4,1919,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.25241, -71.003265",00650,Quincy Park System,Quincy,Massachusetts,4,1881-1893,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.26205, -71.822999",03895,Beaver Brook Playground,Worcester,Massachusetts,4,1942,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.268925, -71.846423",03894,Rockwood Playground,Worcester,Massachusetts,4,1940-1942,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.27974,-71.156499",00904,LaGrange Street Playground,Boston,Massachusetts,4,1896-1897,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.285437, -71.19102",01509,Charles River Reservation - Sec. E,,Massachusetts,4,1898,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.2986, -71.060659",00914,Dorchester Playground,Boston,Massachusetts,4,1897,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.31171,-71.802059",03889,Kendrick Park,Worcester,Massachusetts,4,1910-1911,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.329473, -71.076683",00938,Orchard Park,Roxbury,Massachusetts,4,1912-1913,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.33118, -71.077019",00915,Fellows Street Playground,Boston,Massachusetts,4,1896-1897,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.362493, -71.083703",01451,Broadway Square,Cambridge,Massachusetts,4,1894-1895,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.38066, -71.036189",00968,Eagle Hill Reservoir,East Boston,Massachusetts,4,1911-1917,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.41689, -71.682379",02072,Clinton Reservoir,Boston,Massachusetts,4,1903,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.426925,-71.073469",01690,Malden Parks,Malden,Massachusetts,4,1910-1911,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.459801,-70.946568",01521,Lynnway,Lynn / Saugus,Massachusetts,4,1898-1915,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.897472, -78.898401",00707,Addition to the Front,Buffalo,New York,4,1891,"01 Parks, Parkways & Recreation Areas",terrain,,
"43.159351, -77.597643",01112,Riley Triangle,Rochester,New York,4,1894-1908,"01 Parks, Parkways & Recreation Areas",terrain,,
"43.659477, -70.272271",01862,Deering's Oaks,Portland,Maine,4,1902,"01 Parks, Parkways & Recreation Areas",terrain,,
"44.223351, -69.773002",09263,"Gardiner, R.H. Jr. Mrs.",Gardiner,Maine,4,1931,"01 Parks, Parkways & Recreation Areas",terrain,,
"47.554634, -122.250967",02724,Seward Park,Seattle,Washington,4,1911-1912,"01 Parks, Parkways & Recreation Areas",terrain,,
"47.658371, -122.405281",02720,Fort Lawton,Seattle,Washington,4,1909-1910,"01 Parks, Parkways & Recreation Areas",terrain,,
"51.034648, -114.082932",05092,"Mount Royal, South",Calgary,Alberta,4,1909-1910,"01 Parks, Parkways & Recreation Areas",terrain,,
"39.75195,-104.982328",05597,Welton Street Playground,Denver,Colorado,4,1912-1913,"01 Parks, Parkways & Recreation Areas",terrain,,
"39.304019,-76.586737",02424,"Patterson, Clifton-, Parkway",Baltimore,Maryland,4,1894-1906,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.326292,-71.141335",01308,Heath Square,Brookline,Massachusetts,4,1910,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.436032,-71.126565",01543,Whitmore Brook Parkway,,Massachusetts,4,1898-1899,"01 Parks, Parkways & Recreation Areas",terrain,,
"38.266287,-85.534143",04075,Anchorage Town Plan,Anchorage,Kentucky,4,1915,02 City & Regional Planning & Improvement Projects,rec_bus,,
"42.281627,-83.383827",03665,"Wayne, Mich.",Wayne,Michigan,4,1908-1914,02 City & Regional Planning & Improvement Projects,rec_bus,,
"42.332233,-71.121132",01304,Brookline Village Square,Brookline,Massachusetts,4,1894-1895,02 City & Regional Planning & Improvement Projects,rec_bus,,
"42.349838,-71.076522",00960,Copley Square,Boston,Massachusetts,4,,02 City & Regional Planning & Improvement Projects,rec_bus,,
"42.902423,-78.881793",00711,North Street Circle,Buffalo,New York,4,1874,02 City & Regional Planning & Improvement Projects,rec_bus,,
"32.022922,-81.102533",06301,"DeRenne, W. J.",Savannah,Georgia,4,1897; 1913-1916,03 Subdivisions & Suburban Communities,target,,
"38.233629,-85.691278",08224,"Henning, Julia D.",Louisville,Kentucky,4,1929,03 Subdivisions & Suburban Communities,target,,
"39.36299, -76.694669",03136,Bancroft Park,Baltimore,Maryland,4,1900-1907,03 Subdivisions & Suburban Communities,target,,
"39.692675,-84.22029",05766,Moraine Station,Dayton,Ohio,4,1912,03 Subdivisions & Suburban Communities,target,,
"39.746959,-84.186344",05258,Rubicon Road Land Subdivision,Dayton,Ohio,4,1904-1911,03 Subdivisions & Suburban Communities,target,,
"40.62923,-74.016373",01018,"Olmsted, F. L. and others",New York City,New York,4,1904,03 Subdivisions & Suburban Communities,target,,
"40.719208,-73.846174",06617,Gardens Apartments Inc.,Forest Hills,New York,4,1917,03 Subdivisions & Suburban Communities,target,,
"40.770727,-73.799986",07489,"Cord-Meyer ""Bayside""",Forest Hills,New York,4,1912; 1924,03 Subdivisions & Suburban Communities,target,,
"40.802928,-73.601232",07388,"Whitney, H. P. Subdivision",Westbury,New York,4,1899-1925,03 Subdivisions & Suburban Communities,target,,
"41.365279,-72.929907",07838,"Chester, M. E.",New Haven,Connecticut,4,1924-1929,03 Subdivisions & Suburban Communities,target,,
"41.461415,-71.332458",06313,"James, A. C. - ""Artist's Lot"" (King Glover Subdivision, Lot 43),",Newport,Rhode Island,4,1915-1916,03 Subdivisions & Suburban Communities,target,,
"42.071469,-72.546244",10154,Pearson Subdivision,Longmeadow,Massachusetts,4,1954; 1962-1963,03 Subdivisions & Suburban Communities,target,,
"42.127479,-72.778866",10278,Woodland Terrace Apartments,Westfield,Massachusetts,4,1969,03 Subdivisions & Suburban Communities,target,,
"42.324873,-71.118128",01321,Brookline Land Company,Brookline,Massachusetts,4,1894,03 Subdivisions & Suburban Communities,target,,
"42.516334,-70.849478",01149,Marblehead Road,Marblehead,Massachusetts,4,1890,03 Subdivisions & Suburban Communities,target,,
"43.094277,-75.299349",07317,Harts Hill Associates,Utica,New York,4,1908-1924,03 Subdivisions & Suburban Communities,target,,
"47.639948,-122.408295",07367,Magnolia Bluffs,Seattle,Washington,4,1924-1925,03 Subdivisions & Suburban Communities,target,,
To Be Determined,07059,West Springfield Development Company,West Springfield,Massachusetts,4,1912-1922,03 Subdivisions & Suburban Communities,target,,
"42.435967,-73.19841",10371,Dalton Apartments,Dalton,Massachusetts,4,1971,03 Subdivisions & Suburban Communities,target,,
